scientific_name,common_name,city,state,count,mean_h
Fraxinus,Ash,Rancho Cucamonga,California,67,
Eriobotrya deflexa,Bronze loquat,Anaheim,California,67,
Fraxinus nigra,Fallgold black ash,Columbus,Ohio,67,
Crataegus crus-galli,Cockspur hawthorn,Madison,Wisconsin,67,
Quercus shumardii,Shumard oak,Stockton,California,67,
Eucalyptus lehmannii,Bushy yate,Huntington Beach,California,67,0.979
Archontophoenix cunninghamiana,Palm,Rancho Cucamonga,California,67,
Heritiera littoralis,Glass tree looking,Honolulu,Hawaii,67,72.178
Eucalyptus maculata,Spotted gum,Los Angeles,California,67,
Parkinsonia aculeata,Jerusalem thorn,Huntington Beach,California,67,1.763
Pistacia chinensis,Chinese pistache,Huntington Beach,California,67,12.879
Crataegus,Hawthorn,New Berlin,Wisconsin,67,
Tilia cordata,Greenspire linden,Buffalo,New York,67,
Callistemon viminalis,Weeping bottlebrush,Irvine,California,67,
Malus zumi,Redbud crabapple,Seattle,Washington,67,
Acer negundo,Boxelder,Rochester,New York,66,
Acer nigrum,Black maple,Woodward,Iowa,66,
Syzygium paniculatum,Brush cherry,Anaheim,California,66,
Malus Mill.,Dolgo crabapple,Seattle,Washington,66,
Abies grandis,Grand (giant) fir,Seattle,Washington,66,
Ulmus,Accolade elm,Sioux Falls,South Dakota,66,53.985
Picea abies,Norway spruce,Milwaukee,Wisconsin,66,
Prosopis pallida,Kiawe,Honolulu,Hawaii,66,131.082
Rhaphiolepis indica,Indian hawthorne,Garden Grove,California,66,49.213
Taxodium distichum,Common (taxodium distichum) baldcypress,Knoxville,Tennessee,66,
Crataegus laevigata,English hawthorn,Stockton,California,66,
Ilex vomitoria,Yaupon,Austin,Texas,66,32.858
Cladrastis lutea,Yellowwood,Grand Rapids,Michigan,66,
Schinus terebinthifolius,Brazilian pepper,Orlando,Florida,66,
Fraxinus pennsylvanica,Green ash,Durham,North Carolina,66,174.978
Pyrus calleryana,Trinity pear,Seattle,Washington,66,
Prunus L.,Snow goose cherry,Seattle,Washington,66,
Prunus persica,Peach,Ontario,California,66,
Picea pungens,Colorado blue spruce,Stockton,California,66,
Sapindus drummondii,Western  soapberry,Oklahoma City,Oklahoma,65,88.734
Quercus stellata,Post oak,Greensboro,North Carolina,65,8.181
Dodonaea viscosa,Purple hopseed,San Diego,California,65,
Ilex attenuata,Fosteri) holly fosters (ilex x attenuata,Knoxville,Tennessee,65,
Acer ginnala,Amur maple,Watertown,Wisconsin,65,
Eucalyptus leucoxylon,Yellow gum,San Francisco,California,65,
Magnolia virginiana,Sweetbay magnolia,Houston,Texas,65,
Abies balsamea,Balsam fir,Grand Rapids,Michigan,65,
Brachychiton acerifolius,Flame tree,Los Angeles,California,65,
Malus zumi,Zumi crabapple,Seattle,Washington,65,
Melaleuca quinquenervia,Paperbark,Honolulu,Hawaii,65,86.766
Liriodendron tulipifera,(arnold) tulip tree,Seattle,Washington,65,
Acer nigrum,Greencolumn black maple,Columbus,Ohio,65,
Sequoiadendron giganteum,Giant sequoia,Sacramento,California,65,
Cotinus coggygria,American smoketree,Baltimore,Maryland,65,35.534
Morus rubra,Red mulberry,Baltimore,Maryland,65,81.466
Cupressus arizonica,Arizona cypress,Denver,Colorado,65,
Callistemon viminalis,Bottlebrush,Rancho Cucamonga,California,65,
Acer buergerianum,Trident maple,Houston,Texas,65,
Carya ovata,Shagbark hickory,Buffalo,New York,65,
Olea europaea,Olive,Las Vegas,Nevada,65,
Acer saccharinum,Silver maple,Coon Rapids,Iowa,65,
Magnolia stellata,Magnolia,Anaheim,California,65,
Carya cordiformis,Bitternut hickory,Louisville,Kentucky,65,
Bauhinia,Orchid,Houston,Texas,65,
Trachycarpus fortunei,Windmill palm,New Orleans,Louisiana,65,
Lagerstroemia indica,Tuscarora crape myrtle,Anaheim,California,65,
Ficus,Ficus,Cape Coral,Florida,65,
Fagus grandifolia,American beech,Columbus,Ohio,65,
Celtis occidentalis,Northern hackberry,Carlisle,Iowa,64,
Juniperus chinensis,Chinese juniper,New Orleans,Louisiana,64,
Pinus flexilis,Limber pine,Aurora,Colorado,64,
Firmiana simplex,Chinese parasol tree,New Orleans,Louisiana,64,
Euonymus europaeus,Spindle tree,Denver,Colorado,64,
Carpinus betulus,European hornbeam,Nashville,Tennessee,64,
Picea,Spruce,Sacramento,California,64,
Ficus benghalensis,Indian banyan,Orlando,Florida,64,
Eucalyptus globulus,Blue gum,San Diego,California,64,
Acer negundo,Boxelder,New York,New York,64,
Quercus rubra,Northern red oak,Durham,North Carolina,64,
Malus sylvestris,European crabapple,Houston,Texas,64,
Loropetalum chinense,Fringe flower,New Orleans,Louisiana,64,
Gleditsia triacanthos,Honeylocust,Baltimore,Maryland,64,103.295
Conocarpus erectus,Silver buttonwood,Kaneohe,Hawaii,64,51.058
Quercus stellata,Post oak,Washington DC,District of Columbia,64,
Cordia sebestena,Geiger tree,Cape Coral,Florida,64,
Gymnocladus dioicus,Kentucky coffeetree,Watertown,Wisconsin,64,
Larix laricina,Tamarack,Grand Rapids,Michigan,64,
Thuja occidentalis,Arborvitae,Watertown,Wisconsin,63,
Pseudotsuga menziesii,Douglas fir,Buffalo,New York,63,
Syringa pekinensis,Chinese tree lilac,Seattle,Washington,63,
Ulmus americana,Princeton elm,Seattle,Washington,63,
Pittosporum undulatum,Pittosporum,Rancho Cucamonga,California,63,
Gleditsia triacanthos,Honeylocust,Cudahy,Wisconsin,63,
Juniperus virginiana,Eastern red cedar juniper,Columbus,Ohio,63,
Pinus palustris,Longleaf pine,Tampa,Florida,63,135.553
Prunus armeniaca,Apricot tree,Seattle,Washington,63,
Ilex opaca,American  holly,Oklahoma City,Oklahoma,63,35.777
Vitex agnus-castus,Vitex,Houston,Texas,63,
Juniperus,Juniper,Stockton,California,63,
Sequoia sempervirens,Coast redwood,Seattle,Washington,63,
Cocculus laurifolius,Leaf snailseed laurel,Los Angeles,California,63,
Casuarina,She oak,San Diego,California,63,
Podocarpus macrophyllus,Yew pine,Stockton,California,63,
Pinus taeda,Loblolly pine,Baltimore,Maryland,63,117.798
Ginkgo biloba,Ginkgo,Dallas,Texas,63,
Photinia,Photinia species,Seattle,Washington,63,
Malus tschonoskii,Crabapple,Wauwatosa,Wisconsin,63,
Chilopsis linearis,Desert willow,Albuquerque,New Mexico,63,69.803
Tilia,Basswood/linden,Seattle,Washington,63,
Eucalyptus ficifolia,Red flowering gum,Ontario,California,63,
Conus aurora,Aurora dogwood,Seattle,Washington,63,
Quercus macrocarpa,Bur (quercus macrocarpa) oak,Knoxville,Tennessee,63,
Pinus elliottii,Slash pine,None,Florida,63,123.787
Davidia involucrata,Dove tree,Seattle,Washington,62,
Cupressus sempervirens,Italian cypress,Garden Grove,California,62,135.467
Tabebuia heterophylla,Pink trumpet tree,Tampa,Florida,62,43.162
Pyrus,Pear,Albuquerque,New Mexico,62,69.916
Cornus,Constellation dogwood,Buffalo,New York,62,
Pittosporum undulatum,Victorian box,Ontario,California,62,
Zelkova,Zelkova,Seattle,Washington,62,
Roseodendron donnell-smithii,Gold tree,Honolulu,Hawaii,62,93.239
Conocarpus erectus,Buttonwood,Tampa,Florida,62,27.219
Pinus strobus,Eastern white pine,Rochester,New York,62,
Retama,Retama,Houston,Texas,62,
Quercus ellipsoidalis,Northern pin oak,Denver,Colorado,62,
Fraxinus angustifolia,Caucasian ash,Las Vegas,Nevada,62,
Pinus thunbergiana,Japanese black pine,Irvine,California,62,
Populus angustifolia,Narrowleaf cottonwood,Aurora,Colorado,62,
Cerocarpus,Mountain mahogany,Denver,Colorado,62,
Quercus macrocarpa,Bur oak,New Berlin,Wisconsin,62,
Magnolia acuminata,Cucumbertree magnolia,Columbus,Ohio,62,
Corymbia maculata,Spotted gum,Anaheim,California,62,
Betula nigra,River birch,Denver,Colorado,62,
Acer,Red sunset maple,Detroit,Michigan,62,
Pinus nigra,Austrian pine,Milwaukee,Wisconsin,62,
Pinus roxburghii,Chir pine,Las Vegas,Nevada,62,
Ulmus americana,American elm,Tampa,Florida,62,97.802
Pritchardia pacifica,Fiji fan palm,Kailua,Hawaii,62,34.555
Eriobotrya japonica,Edible loquat,Anaheim,California,62,
Cassia leptophylla,Gold medallion tree,Anaheim,California,61,
Quercus robur,Crimson spire oak,Aurora,Colorado,61,
Acer pensylvanicum,Striped maple,Buffalo,New York,61,
Casuarina cunninghamiana,River sheoak,Irvine,California,61,
Paulownia tomentosa,Royal paulownia,Baltimore,Maryland,61,116.658
Hymenosporum flavum,Sweet shade,Rancho Cucamonga,California,61,
Quercus imbricaria,Shingle oak,Grand Rapids,Michigan,61,
Olea europaea,Swan hill olive,Las Vegas,Nevada,61,
Ceratonia siliqua,Algarrobo europeo,Sacramento,California,61,
Ulmus,Elm,Milwaukee,Wisconsin,61,
Taxus,Yew,Columbus,Ohio,61,
Juglans nigra,Black walnut,West Allis,Wisconsin,61,
Acer saccharum,Sugar maple,Greenfield,Wisconsin,61,
Dodonaea viscosa,Purple hopseed,Los Angeles,California,61,
Ailanthus altissima,Tree of heaven,Seattle,Washington,61,
Diospyros kaki,Japanese persimmon,Los Angeles,California,61,
Morus alba,White mulberry,Irvine,California,61,
Aesculus californica,California buckeye,San Francisco,California,61,
Sequoia sempervirens,Redwood,Portland,Oregon,61,
Sassafras albidum,Sassafras,Washington DC,District of Columbia,61,
Malus,Apple,Bondurant,Iowa,61,
Robinia pseudoacacia,Purple robe locust,Ontario,California,61,
Nyssa sylvatica,Black tupelo,Grand Rapids,Michigan,61,
Ulmus rubra,Slippery elm,St. Louis,Missouri,61,
Acer saccharinum,Silver maple,Newton,Iowa,61,
Phoenix roebelenii,Pygmy date palm,Tampa,Florida,61,35.832
Gymnocladus dioicus,Kentucky coffeetree,Overland Park,Kansas,61,
Salix babylonica,Weeping willow,Buffalo,New York,61,
Eucalyptus polyanthemos,Dollar gum silver,Stockton,California,60,
Populus nigra,Black poplar,Seattle,Washington,60,
Ulmus parvifolia,Drake elm,Plano,Texas,60,
Liriodendron tulipifera,Tulip tree,San Diego,California,60,
Fraxinus americana,Autumn purple ash,Seattle,Washington,60,
Pinus resinosa,Red pine,Rochester,New York,60,
Populus,Poplar,Washington DC,District of Columbia,60,
Melaleuca quinquenervia,Paperbark,Kaneohe,Hawaii,60,96.293
Platanus racemosa,Western sycamore,Fresno,California,60,
Prunus,Cherry,Greensboro,North Carolina,60,8.12
Prunus,Cascade snow cherry,Seattle,Washington,60,
Quercus robur,Heritage oak,Sioux Falls,South Dakota,60,37.128
Clusia rosea,Autograph tree,Kailua,Hawaii,60,62.172
Quercus acutissima,Sawtooth oak,Durham,North Carolina,60,29.528
Quercus nigra,Water oak,Louisville,Kentucky,60,
Carya illinoinensis,Pecan,Orlando,Florida,60,
Shepherdia argentea,Silver buffaloberry,Denver,Colorado,60,
Fraxinus oxycarpa,Raywood ash,Albuquerque,New Mexico,60,61.991
Quercus muehlenbergii,Chinkapin oak,Madison,Wisconsin,60,
Prunus yedoensis,Yoshino cherry,Columbus,Ohio,60,
Brachychiton populneus,Bottle tree,Stockton,California,60,
Juniperus chinensis,Chinese juniper,Los Angeles,California,60,
Cercis,Redbud,St. Louis,Missouri,60,
Crataegus viridis,Winter king hawthorn,Detroit,Michigan,60,
Phellodendron amurense,Amur corktree,Buffalo,New York,60,
Quercus texana,Nuttal oak,Houston,Texas,60,
Magnolia soulangiana,Saucer magnolia,Denver,Colorado,60,
Schefflera actinophylla,Umbrella tree,Cape Coral,Florida,60,
Paulownia tomentosa,Empress tree,Portland,Oregon,60,
Persea americana,Avocado,Anaheim,California,60,
Cupressus,Cypress,Stockton,California,59,
Alnus rhombifolia,White alder,San Francisco,California,59,
Eucalyptus,Eucalyptus/gum,Seattle,Washington,59,
Ficus macrophylla,Morton bay fig,Irvine,California,59,
Ulmus alata,Winged elm,Cape Coral,Florida,59,
Platanus racemosa,California sycamore,Las Vegas,Nevada,59,
Coccoloba diversifolia,Pigeon plum,Cape Coral,Florida,59,
Cornus,Dogwood,Denver,Colorado,59,
Populus alba,Poplarwhite,Sioux Falls,South Dakota,59,222.485
Acer palmatum,Japanese maple,Durham,North Carolina,59,16.404
Citrus sinensis,Orange,Ontario,California,59,
Cercis,Redbud,Seattle,Washington,59,
Quercus rubra,Red oak,Anaheim,California,59,
Celtis occidentalis,Common hackberry,Brown Deer,Wisconsin,59,
Pyrus,Species pear,Buffalo,New York,59,
Metasequoia glyptostroboides,Dawn redwood,Portland,Oregon,59,
Crataegus viridis,Green hawthorn,Baltimore,Maryland,59,29.194
Callistemon viminalis,Weeping bottlebrush,Stockton,California,59,
Pinus sylvestris,Scots pine,New Berlin,Wisconsin,59,
Acer truncatum,Shantung maple,New York,New York,59,
Handroanthus Mattos,Pink trumpet tree,Anaheim,California,59,
Cornus kousa,Kousa dogwood,Louisville,Kentucky,59,
Pinus thunbergii,Japanese black pine,Garden Grove,California,59,73.402
Acer saccharum,Sugar maple,Boston,Massachusetts,59,
Xylosma congestum,Xylosma,Huntington Beach,California,59,6.45
Acer saccharum,Majesty sugar maple,Columbus,Ohio,59,
Ilex aquifolium,European holly,San Francisco,California,59,
Prunus cerasifera,Flowering plum,Houston,Texas,59,
Brahea armata,Mexican blue palm,Los Angeles,California,59,
Malus,Snow drift crabapple,Columbus,Ohio,59,
Crataegus viridis,Winter king hawthorn,Buffalo,New York,59,
Picea glauca,White spruce,Pittsburgh,Pennsylvania,59,44.542
Quercus virginiana,Southern live oak,San Francisco,California,58,
Tilia cordata,Littlele linden,St. Louis,Missouri,58,
Taxodium ascendens,Pond cypress,Plano,Texas,58,
Cotinus coggygria,Smoketree,New York,New York,58,
Ceratonia siliqua,Carob,Anaheim,California,58,
Acer rubrum,Armstrong red maple,San Francisco,California,58,
Hibiscus syriacus,Rose of sharon,Buffalo,New York,58,
Pyrus calleryana,Callery (pyrus calleryana) pear,Knoxville,Tennessee,58,
Fagus sylvatica,Copper beech,Seattle,Washington,58,
Platycladus orientalis,Oriental arborvitae,Tampa,Florida,58,55.238
Phoenix dactylifera,Date palm,San Francisco,California,58,
Ulmus americana,American elm,Rochester,New York,58,
Acer saccharinum,Silver maple,Stuart,Iowa,58,
Amelanchier,Serviceberry,Watertown,Wisconsin,58,
Melaleuca,Melaleuca,San Francisco,California,58,
Juniperus virginiana,Eastern red cedar,Greensboro,North Carolina,58,8.179
Juniperus,Chinese columnar juniper,Los Angeles,California,58,
Salix matsudana,Corkscrew willow,Seattle,Washington,58,
Ilex,Holly species,San Francisco,California,58,
Betula papyrifera,White birch,Buffalo,New York,58,
Picea glauca,White spruce,Milwaukee,Wisconsin,58,
Sideroxylon lanuginosum,Woolly bumelia,Houston,Texas,58,
Eucalyptus calophylla,Marri,Los Angeles,California,58,
Fraxinus ornus,Flowering ash,Columbus,Ohio,58,
Ilex altaclarensis,Wilson holly tree,San Francisco,California,58,
Quercus ellipsoidea,Oaknorthern pin,Sioux Falls,South Dakota,58,35.41
Robinia pseudoacacia,Frisia black locust,Seattle,Washington,58,
Musa,Banana,New Orleans,Louisiana,58,
Araucaria heterophylla,Norfolk island pine,San Francisco,California,58,
Corylus cornuta,California hazel,Seattle,Washington,58,
Betula nigra,River birch,Watertown,Wisconsin,58,
Fraxinus velutina,Abyssinian banana,Los Angeles,California,58,
Leucaena glauca,White popinac,Los Angeles,California,58,
Liquidambar styraciflua,Leafed sweetgum round,Anaheim,California,58,
Betula papyrifera,Paper birch,New Berlin,Wisconsin,57,
Cedrus atlantica,Atlas cedar,Los Angeles,California,57,
Acer freemanii,Freeman maple,Milwaukee,Wisconsin,57,
Fraxinus americana,White ash,Glendale,Wisconsin,57,
Bauhinia blakeana,Hong kong orchid tree,Ontario,California,57,
Pinus contorta,Lodgepole pine,Denver,Colorado,57,
Magnolia,Magnolia,Denver,Colorado,57,
Euonymus alatus,Burning bush,Denver,Colorado,57,
Quercus acutissima,Sawtooth oak,Pittsburgh,Pennsylvania,57,48.637
Quercus rubra,Red oak,Franklin,Wisconsin,57,
Ilex,Holly,Dallas,Texas,57,
Acer freemanii,Autumn blaze maple,Buffalo,New York,57,
Cladrastis kentukea,Yellowwood (cladrastis kentukea),Knoxville,Tennessee,57,
Betula nigra,Heritage river birch,Detroit,Michigan,57,
Malus,Crabapple,Houston,Texas,57,
Quercus bicolor,Swamp white oak,Milwaukee,Wisconsin,57,
Prunus,Ornamental cherry,Greensboro,North Carolina,57,8.256
Betula,Birch,Washington DC,District of Columbia,57,
Nyssa sylvatica,Afterburner black tupelo,Seattle,Washington,57,
Phoenix reclinata,Senegal palm,Anaheim,California,57,
Eucalyptus erythrocorys,Cap gum red,Irvine,California,57,
Prunus cerasifera,Leaf plum purple,Las Vegas,Nevada,57,
Betula alleghaniensis,Yellow birch,Seattle,Washington,57,
Salix,Willow,New Berlin,Wisconsin,57,
Malus,Apple,Adel,Iowa,57,
Betula nigra,Birchriver,Sioux Falls,South Dakota,57,93.705
Gymnocladus dioicus,Kentucky coffeetree,St. Louis,Missouri,57,
Pinus thunbergiana,Japanese black pine,Huntington Beach,California,57,13.872
Citharexylum spinosum,Fiddlewood,Honolulu,Hawaii,57,67.023
Chionanthus virginicus,White fringe tree,Louisville,Kentucky,57,
Casuarina cunninghamiana,Horsetail pine,San Francisco,California,57,
Delonix regia,Royal poinciana,Kailua,Hawaii,57,65.08
Albizia julibrissin,Mimosa,Orlando,Florida,57,
Morus,Mulberry,Overland Park,Kansas,57,
Fraxinus velutina,Modesto ash,Las Vegas,Nevada,57,
Pittosporum,Pittosporum,San Francisco,California,56,
Prunus sargentii,Columnar sargent cherry,Buffalo,New York,56,
Liquidambar formosana,Chinese sweetgum,Los Angeles,California,56,
Quercus nigra,Water oak,Washington DC,District of Columbia,56,
Grevillea robusta,Silk oak,Anaheim,California,56,
Ulmus,Homestead elm,Buffalo,New York,56,
Ailanthus altissima,Ailanthus,Rochester,New York,56,
Rhamnus cathartica,European buckthorn,Grand Rapids,Michigan,56,
Acer ginnala,Amur maple,New Berlin,Wisconsin,56,
Phoenix reclinata,Senegal date palm,Orlando,Florida,56,
Agonis flexuosa,Willow,Rancho Cucamonga,California,56,
Robinia,Pink flowering locust,Los Angeles,California,56,
Populus sargentii,Plains cottonwood,Colorado Springs,Colorado,56,
Lagerstroemia indica,Crapemyrtle,None,Florida,56,62.189
Rhamnus,Buckthorn,Madison,Wisconsin,56,
Carpinus betulus,Uprigt euro hornbeam,Rochester,New York,56,
Prunus mume,Japanese apricot,Washington DC,District of Columbia,56,
Trachycarpus fortunei,Windmill palm,Sacramento,California,56,
Phoenix dactylifera,Edible date palm,Tampa,Florida,56,85.238
Pinus taeda,Loblolly pine,Dallas,Texas,56,
Paulownia kawakamii,Saphire dragon,San Diego,California,56,
Ostrya virginiana,Eastern hophornbeam,Grand Rapids,Michigan,56,
Acer saccharum,Sugar maple,Panora,Iowa,56,
Populus tremuloides,Quaking aspen,Buffalo,New York,56,
Cedrus atlantica,Atlas cedar,San Francisco,California,56,
Fraxinus americana,Autumn purple ash,Colorado Springs,Colorado,56,
Quercus virginiana,Live  oak,Oklahoma City,Oklahoma,56,53.021
Metrosideros excelsa,New zealand christmas tree,Garden Grove,California,55,104.689
Prunus virginiana,Common chokecherry,Detroit,Michigan,55,
Koelreuteria paniculata,Goldenraintree (koelreuteria paniculata),Knoxville,Tennessee,55,
Euonymus,Leaved gimlet narrow,Denver,Colorado,55,
Amelanchier canadensis,Shadblow serviceberry,St. Louis,Missouri,55,
Pyrus calleryana,Callery pear,Fresno,California,55,
Cornus florida,Pink dogwood,Seattle,Washington,55,
Acer rubrum,Red maple,Newton,Iowa,55,
Picea,Spruce,Prairie City,Iowa,55,
Carpinus caroliniana,American hornbeam,Grand Rapids,Michigan,55,
Betula nigra,River birch,Tampa,Florida,55,65.945
Gleditsia triacanthos,Honeylcst nth acl,Sioux Falls,South Dakota,55,37.581
Aesculus flava,Yellow buckeye,Baltimore,Maryland,55,121.988
Celtis sinensis,Chinese hackberry,Ontario,California,55,
Cupressus sempervirens,Italian cypress,Huntington Beach,California,55,9.544
Acer pseudoplatanus,Wineleaf (spaethii sycamore),Seattle,Washington,55,
Pinus sylvestris,Scotch pine,Buffalo,New York,55,
Ulmus,Triumph elm,Aurora,Colorado,55,
Juniperus virginiana,Red cedar,Tampa,Florida,55,110.212
Quercus acutissima,Sawtooth oak,Seattle,Washington,55,
Malus transitoria,Tibetian crabapple,Seattle,Washington,55,
Syzygium paniculatum,Brush cherry,Huntington Beach,California,55,0.0
Magnolia soulangiana,Saucer magnolia,Pittsburgh,Pennsylvania,55,58.757
Acer buergerianum,Trident maple,Dallas,Texas,55,
Fraxinus nigra,Black ash,Denver,Colorado,55,
Prunus,Spring snow cherry,Seattle,Washington,55,
